is_relevant,news
FALSE,Five Taliban militants and two Islamic State IS militants have joined the Peace Process in Waant Waigal District of Nuristan Province reports Bakhtar News on April 25
FALSE,SFs launched cordon and search operation in Naira and Tahab villages of Pulwama District after inputs about the presence of militants in these areas reports Daily Excelsior However no contact was established with the militants and militants had fled before the operation was launched
FALSE,The Government on April 23 decided to hold the second phase of local level elections on June 14 reports Kathmandu Post As the preparations for the first round of election are going on in full swing the Government also decided citing time limits to request the Election Commission EC to defer the April 29 deadline for candidate nomination by some days in provinces 3 4 and 6 where the vote will be held in the first phase The polls in provinces 1 2 5 and 7 will take place on June 14 The Government has decided not to register another Constitution Amendment Bill in Parliament Instead proposals to amend the proposal already registered with the House would be filed within the 72 hour window provided by the Parliament Secretariat The Government claimed that the contents of the proposed revision were prepared as per an agreement reached with the Sanghiya Gathabandhan Federal Alliance on April 22
FALSE,Police arrested a Lashkar e Toiba LeT militant in Handwara area of Kupwara District on December 1 reports Daily Excelsior Police said that Affaq Ahmad Bhat alias Abu Huraira a resident of Panditpura was arrested by Handwara Police after it acted on specific information about his presence in the village Police said that Bhat was involved in providing logistic support to militant Abu Maaz of the LeT Handwara police has also busted two hideouts maintained by the said OGW Affaq  said Police Huge cache of ammunition including one pistol two pistol magazines 11 pistol rounds two wireless sets one YSMS pairing of smartphones with radio sets to send out short SMSs set four mobile sets one UBGL Under Barrel Grenade Launcher thrower one UBGL grenade two AK magazines 105 AK rounds two compass one Binocular one Wire cutter five battery chargers 48 batteries first aid Made in Pakistan medicines cotton bandage two cooking flames one perfume two maps one jacket two bags and cosmetics etc were recovered from the hideouts Police said
FALSE,With no headway made in the probe into the Pathankot terror attack Pakistan plans to seek more evidence from India a media report said on February 1 days after Prime Minister PM Nawaz Sharif said the outcome of the investigation into the assault would be made public soon reports The Times of India A Pakistani Government team investigating the Pathankot airbase attack will ask the Foreign Ministry to seek more evidence from India The team has almost completed its investigation into five cellphone numbers allegedly used for making calls from Pakistan to India provided by the Indian Government No further leads were found from these numbers because they were unregistered and had fake identities Dawn Newspaper quoted a source as saying The probe is not heading further The team needs more evidence Therefore it has written to the government to speak to India and apprise it of the situation and demand more evidence to move forward in investigation here he said
FALSE,The Maharashtra Anti Terrorism Squad ATS on March 25 arrested eight unidentified Bangladeshi citizens from Kandivali area of Mumbai Suburban District for staying in India without legal documents reports The Tribune Following the preliminary interrogation the arrested persons confessed that they are citizens of Bangladesh Two managed to procure Indias Permanent Account Number PAN and Aadhaar Cards All eight persons are charged under the various Sections of the Passport Entry to India Rules the Foreigners Act and the Indian Penal Code IPC said an unnamed Police official
FALSE,Minister of Law Justice and Parliamentary Affairs Yagya Bahadur Thapa speaking at an interaction in Reporters Club in Kathmandu on December 18 said the Government would not quit before holding the National Assembly NA elections reports The Himalayan Times Thapa said Prime Minister Sher Bahadur Deuba should not quit before holding the upper house elections He cannot quit even if he wishes to do so 
FALSE,The three parties The Indigenous Peoples Front of Tripura IPFT the Indigenous Nationalist Party of Tripura INPT and the Nationalist Council of Tripura NCT on January 15 announced a hartal general strike in areas under the Tripura Tribal Areas Autonomous District Council TTAADC on February 8 to protest the new citizenship policy of the Union Government reports The Hindu The proposed amendments will grant swifter Indian citizenship to persecuted minorities from countries like Pakistan Bangladesh and Afghanistan
FALSE,Meanwhile the Maoist killed in a Police encounter in Bastar District on June 15 has been identified as Mahesh section commander of military company no 06 of PLGA peoples liberation guerilla army of the CPI Maoist carrying a reward of INR 1 million on his head Police said on June 16 reports Telangana Today Later after the encounter security personnel had recovered body of a Naxal Left Wing Extremist LWE in Maoist fatigue a Self Loaded Rifle SLR and some Naxal materials from the encounter site
FALSE,Officials of the Counter Terrorism and Transnational Crimes CTTC unit said that Ansar al Islam operatives are now secretly training with the separatist Kuki rebels in India reports Dhaka Tribune on July 28 They gleaned this information from Ansar al Islam operative Sheikh Abdullah alias Zubayer alias Zayed alias Babed alias Abu Omair during interrogation Zubayer was arrested by the CTTC in Chittagong on July 17 as the prime suspect in the 2016 murder of LGBT activists Xulhaz Mannan and Mahbub Rabbi Tonoy who confessed to being involved in the double murder CTTC investigators say Zubayer liaised between the Kuki rebels in India and the Ansar al Islam in Bangladesh on behalf of the militant groups top leader sacked armed forces Major Ziaul Haque
FALSE,Deputy Prime Minister and Minister for Defence Bhim Rawal inaugurating a national conference on Conflict victims from the security sector and families dependent on them  organized by Women for Human Rights on January 3 said that regulations relating to the victims of the decade long insurgency will be endorsed soon reports The Himalayan Times Rawal said The government had established Truth and Reconciliation Commission in the country to ensure justice to conflict victims  He also reiterated that it would be the top priority of the Government to provide compensation to conflict victims and their families
FALSE,Police arrested two Tehreek e Taliban Pakistan TTP terrorists from different locations of Swat District in Khyber Pakhtunkhwa province on December 8 reports Dawn According to Police they in a raid arrested an alleged terrorist of TTP Swat Attaullah resident of Sambat village The Police claimed to have recovered anti government pamphlets from him In another such action Rahimabad Police arrested an alleged terrorist of TTP Swat identified as Amir Hussain a resident of Bilal Colony Amankot The Police said he was involved in terrorist activities in 2008
FALSE,Violating the ceasefire again Pakistani troops opened firing from small arms along the Line of Control LoC in Pallanwalla sector of Akhnoor tehsil revenue unit of Jammu District in the wee hours of on September 30 reports Daily Excelsior This is the fifth ceasefire violation in the month of September and the third in the past 36 hours There were small arms firing from Pakistan on forward posts along the LoC in Pallanwalla Chapriyal and Samnam areas in Akhnoor tehsil  official sources said There was no loss of life or injury to anyone in the firing Yesterday Pakistani troops had resorted to firing in Balnoi area of Mendhar sector of Poonch District without any casualty On September 28 the Pakistan Army had violated the ceasefire by opening firing on Indian Army posts along the LoC in Sabjian area Poonch sector
FALSE,The National Investigation Agency NIA on January 17 arrested one IS Islamic State operative identified as Mohammed Irfan alias Abu Jafar a resident of Mir Alam Mandi in the old city of Hyderabad reports Hindustan Times He was produced before NIA special court which sent him to judicial custody for seven days According to the investigation agency he along with the other accused took part in searching of hideouts and physical training Irfan allegedly collected the explosive precursors along with another accused from the outskirts of Pochampally village of Nalgonda District in Telangana He also went to Ananthapur town of Andhra Pradesh to collect explosive material Investigation has revealed that Irfan also took an oath of allegiance in favour of Abu Bakr Al Baghdadi the self proclaimed caliph of the IS in the presence of accused Mohammed Ibrahim Yazdani and Muzaffar Hussain Rizwan and he was given a kunya name Abu Jafar by Mohammed Ibrahim Yazdani  said an NIA official
FALSE,A day after the Government formed a task force to seek suggestions on the report of the Local Bodies Restructuring Commission LBRC its office bearers say revision of the report is not possible reports The Himalayan Times on February 4 LBRC member Neeraj Sah said LBRC received over 50 phone calls and multiple delegations everyday from across the country seeking changes in the report The government cannot make selective revisions If the report is revised it will set a bad precedent and will become a never ending process  said another LBRC member Sunil Ranjan Singh He said the report was prepared keeping in mind both the geography and the population He added that neither the government nor any task force had the authority to revise the document and the report could be revised only after its implementation It will be unconstitutional to revise the report  said Singh Meanwhile Minister for Federal Affairs and Local Development Hitraj Panday who is also the head of the governments task force to study the LBRC report said the task force would study the report thoroughly and recommend its revision if needed Expressing dissatisfaction with its contents the government has refused to endorse the report saying further consultations were needed on the report among the political parties The constitutional body had submitted its report on number and boundaries of local bodies to the government on January 6 Apart from determining the number and boundaries of local bodies the LBRC is mandated to prepare a report on the special protected and autonomous regions their economic feasibility and structure of the public administration in the federal model by March 13
FALSE,An Islamic State IS inspired nationwide module in India tried to contact Maoists for seeking shelter after carrying out violent acts that it was planning across the country interrogations have revealed Economic Times reports on June 20 The suspects said they were also trying to obtain arms and ammunition with the help of Maoists One of the arrested suspects Mohammad Azhar told the investigators that he made two failed attempts to contact Maoists in 2015 A native of Bhopal Azhar was arrested by the National Investigation Agency NIA in February 2016 He is suspected to be part of Junood­al­Khalifa­e­Hind set up by Syria­based Shafi Armar who has pledged allegiance to IS chief Abu­Bakr­al Baghdadi According to NIA Azhar was pursuing Alim course at Deobandi fountainhead Darul Uloom madrasa Islamic Seminary since 2009 after his father expressed desire that one of his sons become a maulana Azhar first instructed Mehtaab and Amjad in August 2015 to go to Maoist areas to get information about the activities of the Left­wing extremists and the place where they could take shelter after violent activities in India officials said The probe revealed Mehtaab took admission at a madrasa at Bijapur in Chhattisgarh but failed to establish any links with Maoists The group as per investigators was inspired by the strategies of Maoists and tried to locate a jungle or an isolated place as its hideout
FALSE,Also Chief Minister Mehbooba Mufti on May 3 appealed youth of Kashmir to help in progress and development of the State to save the place from destruction adds Daily Excelsior Mehbooba urged for ending the destruction loot and murder in Kashmir I think there cannot be anything more unfortunate other than this I think we need to think what are we doing by this type of ransacking dacoity and murders and what are we doing for our nation this time What are we achieving from this destruction looting and murders Students are not being allowed to go to schools  she said Banks where poor people deposit their money are being looted  she said
FALSE,The Border Security Force BSF has gunned down 15 Pakistan Rangers personnel and destroyed their two dozen Observation Towers and Border out Posts BoPs besides causing huge destruction to their set ups in the PoK Pakistan occupied Kashmir during the week Daily Excelsior reported on October 28 Additional Director General of BSF Arun Kumar said the BSF has killed 15 Pakistani Rangers since the tensions flared up along the International Border IB He said several Observation Towers and BoPs of the Rangers have been razed to ground or damaged extensively in retaliatory firing by the BSF Asserting that the way Pakistan shelling and firing was on it was clear indication that the Pakistan Army has taken over the posts from the Rangers Firing and kind of ammunition used by Pakistan indicated that it was not their Rangers but army which was firing upon Indian posts and forward locations  he said Kumar said the BSF has lost its third soldier after the sniping incident at Bobiya Post in Hiranagar sector of Kathua District in which Gurnam Singh was martyred followed by head constable Sushil Kumar and now Jatinder Singh both of whom were killed at Abdullian in RS Pura Three other BSF jawans have been injured he added Official sources said that Army has devised a new strategy to counter shelling from Pakistan side to save civilian population and own losses The Army was now targeting and decimating Pakistani posts which were raining mortars on civilian population Our troops are now going for the kill They are decimating the posts of the Army across LoC Line of Control in Nowshera Sunderbani Mendhar Balakote Mankote and Tarkundi in twin border districts of Rajouri and Poonch which were worst hit by mortar shelling to avoid civilian casualties After decimating the Pakistani posts the Army was not allowing Pakistani troops to re construct the posts by engaging them In number of areas the Pakistan army jawans have been either killed or injured when their posts were decimated while others have run far behind for cover  sources said adding this strategy of the troops has saved many civilian lives as they were targeting civilian population with heavy mortars and automatic weapons This way sources confirmed a number of Pakistani Posts have been completely destroyed and Pakistani troops have abandoned those areas as there was no other cover for them The shelling in some of the villages has stopped after decimation of these posts they said
FALSE,Sri Lanka Police arrested as many as six suspected members of the Aava Gang who are terrorizing the people in the North in Jaffna in Northern Province Police sources said reports Colombo Page on November 6 The Terrorism Investigation Division of Sri Lanka Police arrested two brothers suspected to be members of the gang at Uduvil in Jaffna on November 5 night while four others were arrested earlier on November 5 report said Police are on the hunt for the members of the sword wielding motorcycle gang who claimed responsibility for the attack on two police detectives in Jaffna recently The Security Forces SFs and the Police in the North have already identified the members of the Aava gang and they will be arrested soon the State Minister of Defense Ruwan Wijewardene said The Minister said that Sri Lanka s SFs and Police have the necessary strength to restrain any armed group and no external party will be allowed to take the law in to their hands He added that after the end of the three decade long war the Government has taken strict measures to beef up security in the country He rejected the allegations made by some elements that the Government has political and military connection with the Aava group in the North
FALSE,An unidentified dead body was found on Mauripur Road near the Quaid e Azam Truck Stand in SITE Town of Karachi the provincial capital of Sindh on September 2 reports The News
FALSE,Addressing the Maldivians at midnight of September 24 the President elect Ibrahim Mohamed Solih expressed his intentions to maintain the country as an Islamic State—without corruption and pledged to maintain peace prosperity with the implementation of the will of the people of the Maldives reports The Edition This is the moment of happiness with hope and history For many of us this journey has been difficult says Solih Former Maldivian President Mohamed Nasheed offered his congratulations to President elect Solih over his victory in the Presidential Elections 2018 In terms of percentage Solih received 58 3 percent whereas President Yameen received 41 7 percent of the votes Solih is the Parliamentary group leader for the main opposition party— the Maldivian Democratic Party MDP The party entered into a coalition with Jumhooree Party JP Adhaalath Party AP and the Maumoon Reform Movement MRM with the hope of winning the majority of votes in the 2018 Presidential election
FALSE,an activist of the newly floated Thadou Peoples Liberation Army TPLA was arrested on April 28 He was identified as Chungminlun Khongsai 44 who has already confessed to being a member of the outfit and involved in extortion at Kangpokpi Motbung and Saparmeina areas of Senapati District The militant was handed over to Imphal Police Station for further investigations said the statement
FALSE,A United Tribal Liberation Army SK Thadou UTLA SKT militant identified as captain Chungkai Singson Kuki was arrested on October 1 from New Kaiphundai in Tamenglong District reports Imphal Free Press The arrestee along with two others were involved in the kidnapping incident of September 29 in which the Project Manager of Reddy Construction Company was abducted near Vangaichungpao in Tamenglong SFs also recovered one US Made M4 A1 Carbine one AK 47 Assault Rifle two pistols and over 113 rounds of ammunition
FALSE,During a weekly briefing on June 23 the Foreign Office spokesman Nafees Zakaria said that Pakistan is hosting more than three million Afghan refugees and some of them have become a security risk for the country because terrorists are using refugee camps as hideouts reports Daily Times He said that the international community and Afghan Government should take steps for repatriation of refugees to their own country
FALSE,Three commanders of People s Liberation Front of India PLFI a breakaway faction of CPI Maoist surrendered in Simdega District on October 28 reports The Times of India The surrendered cadres are identified as zonal commander Maheshwar Singh alias Mahesh Singh 32 from Bano area of the District led his aides area commander Siyon Topno alias Yadav 18 and dasta member Pooran Yadav alias Babu 20 They surrendered in a function attended by dozens of locals The way they laid down arms in the public was a strong message having great impact to the people and the extremists said Simdega Superintendent of Police SP Rajeev Ranjan Singh
FALSE,Railway Protection Force RPF personals recovered 19 live ammunition of 7 62mm caliber in an unclaimed bag on a general coach of KatraKamakhya Express on platform number 2 at Kamakhya Railway Station of Guwahati in Kamrup metro District reports The Telegraph
FALSE,Pakistani troops also fired mortar shells at Chakla and Baldoo areas of Khour sector in Jammu District The Indian side retaliated Pakistan armys shelling and firing effectively Exchanges continued for over two hours Sources said Pakistan side was reported to have suffered heavy damages in retaliatory firing by the Indian troops all along the LoC in Rajouri and Poonch districts where shelling and firing from across has become a routine affair
FALSE,Several Naxal Left Wing Extremist LWE groups in Jharkhand were reported to have incurred losses to the tune of INR 800 million said a top Police officer on January 2 at Ranchi District reports Times of India The Naxal groups are desperate ever since the Narendra Modi led Government had decided to demonetize INR 500 and 1000 currency notes from the midnight of November 8 2016 which had an adverse impact on the activities of Naxal groups in the State said the Additional Director General ADG Jharkhand R K Mallick Quoting an intelligence report he added at least INR 800 millioncash of the Naxal groups has thus been destroyed due to demonetisation The Naxal outfits have weakened as their major economic system was destroyed post demonetisation which prompted the Naxals to indulge in looting cash in desperation going against the Maoist ideology Mallick claimed However the State Police was prepared to foil all their nefarious design he said Responding to a query ADG said as per an intelligence report the Naxals used to collect INR 1 40 billion in the form of levy three years ago but it had come down to INR 1 Billion owing to intensified anti naxal operation launched by the Security Forces SFs during last couple of years The Naxal groups including the Communist party of India Maoist CPI Maoist however were reported to have succeeded in exchanging old currency notes into new currencies worth INR 200 million with the help of their over ground workers and sympathisers as well as by threatening poor villagers and farmers he said He said around 100 incidents would have taken place across Jharkhand where the LWEs had tried to convert the old currency notes forcibly through banks but could not succeed due to vigilant State Police He said 37 Naxals had been killed while 35 surrendered during 1546 special campaign launched against them by the SFs last year claiming that the situation had worsened to such an extent at one time that LWE outfits were recruiting poor farmers and villagers forcibly to enhance their strength A huge resentment was prevailing among the common man due to their bullying approach he said adding the development work being carried out by the Government also restricted Naxals who were left with no option but to leave the State
FALSE,After of lull of more than 10 years the Central Government initiated the first ever political dialogue with the United Peoples Front UPF and Kuki National Organization KNO in New Delhi on June 15 reports The Sangai Express Terming it a positive move Union Ministry of Home Affairs UMHA Joint Secretary North East Satyendra Garg said that the groups have placed their list of demands a wish list he said which will be studied by the Government The political talk was chaired by Satyendra Garg in the presence of Brig Prasad Director General of Military Intelligence DGMI Col Amit Tewatia DGMI Lt Col Pankaj Shar ma Director General Military Operations DGMO Manipur State Government was represented by Dr J Suresh Babu Additional Chief Secretary Home While the six member representative of UPF was led by Aaron Kipgen spokesperson UPF while KNO Spokesperson Seilen Haokip led another six member representatives of the KNO
FALSE,The Kashmiri youth and Aligarh Muslim University AMU scholar Manaan Wani has joined the Hizb ul Mujahideen HM the terror group s Pakistan based chief Syed Salahuddin said in a statement to local media reports The Times of India Joining of Manaan Wani exposes the Indian propaganda that the youths of Kashmir are joining militant ranks due to unemployment and economic distress Salahuddin said in the statement to a Srinagar based news gathering agency on January 8 From years on educated and qualified youths of Kashmir have been joining Hizbul Mujahideen to take this ongoing freedom movement to logical conclusion This spirit of youths is laudable Salahuddin said confirming that Wani had joined Hizbul Mujahideen in the statement in Urdu Wani who belongs to Tikipora in Lolab area of Kupwara District went missing last week He was scheduled to return home from Delhi on January 6 The 26 year old scholar was on Monday expelled by AMU following reports that he may have joined the terror group after his photograph showing him with an AK 47 rifle appeared in social media
FALSE,Defence Minister Manohar Parrikar said on August 16 that Pakistan was trying to weaken India by promoting terrorism in border states but the Army was giving befitting reply to terrorists as the government had given it full freedom to root out terrorism reports tribuneindia com Since Pakistan does not have the strength to fight any big battle against India it is trying to vitiate peace by supporting terrorist activities  said the minister Describing Pakistan as a hell Parrikar said Pakistan itself was paying the price for encouraging terrorism in its neighbouring nations
FALSE,Pakistan is arming the militant group Hizb ul Mujahideen HM with chemical weapons to carry out terror strikes in Jammu and Kashmir audio excerpts intercepted by security agencies have revealed reports News 18 on July 12 According to this report these transcripts are undeniable and damning proof of how Pakistan is aiding and abetting terror activities in Pakistan Terror outfits have lost 90 members to military offensives during the past few months and hitting back with chemical weapons may be a desperate way for HM to get back at the Indian security establishment According to the accessed transcripts HM members have already got their hands on these chemical weapons Plans to use these weapons primarily at forces seem to be a desperate attempt to retaliate against the back to back successful offences launched by the Security Forces SFs Members of this outfit hope to surprise the Indian security forces which have so far been dealing in conventional weaponry with this chemical attack Inshallah we are going to get lots of support from Pakistan things are happening along the border In days to come Pakistan will step up its anti India game a HM operative can be heard saying at one point At another instance this operative adds Till now we ve used grenade launchers on the Indian army killing just 3 4 and injuring a few But now its time to change our tactics We will straightaway use chemical weapons to kill as many as possible at the same time  Hizb ul Mujahideen is the biggest terror outfit in the Valley with around 200 active members
FALSE,President Maithripala Sirisena replying to a complaint made to him by UNP MP Mujubur Rahaman that the Government had failed to arrest those who promote religious and communal hatred on June 7 said that he will hand over the task of arresting the trend of religious and communal violence to the Army if the Police are unable to apprehend those who perpetrate these crimes reports Daily Mirror The President said this when he met Government Ministers and MPs at the Parliamentary complex These violent acts are being carried out by a group that is backed by the opposition Why don t you tell the people who is behind these incidents  he had challenged the MPs present
FALSE,Panic gripped in Teetwal area of Tanghdar sector in Kupwara District on June 21 after exchange of fire between Indo Pak troops reports Daily Excelsior The firing started at around 2 30 am in the forward areas in Tanghdar at Satpora Dani Hajithra Tad villages The intermittent firing continued till 6 am Some residential houses also suffered partial damages at Forward Satpora village due to firing
FALSE,Separately Director General of Assam Police law and order Kula Saikia on July 6 reviewed the law and order situation in four lower Assam districts of Bongaigaon Chirang Kokrajhar and Goalpara reports The Assam Tribune
FALSE,Meghalaya Chief Minister CM Mukul Sangma on February 5 said the Centre should continue with its assistance and special funds to North East States to sustain growth momentum in the region reports The Sangai Express The budget that has been articulated incorporated and aggressively supported by the erstwhile United Progressive Alliance UPA Government should continue They are good enough and I have always been insisting that what the present regime has withdrawn must be restored in the best interest of the people of this region  Sangma said reacting to a query on his expectation from the Union Budget The Centre he said has already made it clear that there will be no other special dispensation in additional and special funds which otherwise were available as part of the policies of the Central Government in the successive years We are trying to make the leadership at the Centre understand this reality and I hope they do Otherwise the momentum of growth that we have been able to generate will have a setback and that does not augur well for the Nation  the CM said
FALSE,In yet another incident 10 LTTE rebels were killed by troops in an ambush in the Kurichuddan general area in Weli Oya on March 20
FALSE,The Counter Terrorism Department CTD on June 20 foiled an attack on a shrine in Uch Sharif area of Bahawalpur District and arrested three Lashkar e Jhangvi LeJ terrorists reports Dawn The arrested suspects were identified as Javed Maulvi Asif and Maqsood Ahmad Two Improvised Explosive Devices IEDs and two kilograms of explosives were recovered from their possession
FALSE,Mayor of Kalika Municipality Khum Narayan Shrestha said that plans are ongoing to establish a war museum at Shaktikhor in Kalika Municipality Chitwan District reports The Himalayan Times on September 28 He said that the museum would be set up in the then third division of the Maoist combatants by collecting the arms and documents used during the decade long peoples war He further said that homework has been initiated after the Co chairperson of Nepal Communist Party NCP Pushpa Kamal Dahal made an announcement to establish a war museum in Shaktikhor
FALSE,Five CPI Maoist militia members surrendered before the Police in Kondagaon District reports The Hindu on July 17
FALSE,At a briefing on September 19 Police said that the fund for the Gulshan and Sholakia attacks had come from a Middle Eastern country reports The Daily Star The amount was BDT 13 40 lakh and it arrived in Bangladesh from the United Arab Emirates UAE through Hundi a system for transferring money without legal protection or supervision The sender is a sympathizer of Neo Jama atul Mujahideen Bangladesh JMB 
FALSE,The Sashastra Seema Bal SSB and Police in a joint operation on December 30 arrested Communist Party of India Maoist CPI Maoist cadre Subedar Mistry alias Toofani 45 after a raid in Korkati in Gaya District reports The Telegraph Subedar was wanted in various cases
FALSE,The Malkangiri sub collector is set to conduct a magisterial inquiry into the deaths of 30 Communist Party of India Maoist CPI Maoist cadres who were killed in an exchange of fire during a joint operation conducted by the Security Forces SFs belonging to Odisha and Andhra Pradesh near Bejingi forest inside the cut off area under Chitrakonda Police limits in Malkangiri District on October 24 reports The Times of India on November 13 Officials said the National Human Rights Commission NHRC has ordered a magisterial inquiry and directed them to submit the inquiry report within 60 days of receiving the order The Malkangiri administration received the inquiry order on November 7 Sub collector Malkangiri Birendra Korkora said he will personally visit the encounter site to gather information Also the administration appeals people interested or having information about the incident can attend the inquiry and provide evidence While Police had claimed that they had retaliated to the Maoists firing there have been allegations that the firing was one sided and the Police allegedly fired on the Naxals Left Wing Extremists LWEs in cold blood
FALSE,Six al Qaeda militants were killed and two police personnel were injured in an encounter followed by a raid at a hideout in Okara District on July 13 reports Dawn The Police had received intelligence reports that militants hiding there were planning attacks on sensitive government sites including the office of the District Police Officer DPO said Superintendent of Police SP Saud Magsi Police also recovered explosives detonators Kalashnikovs and a map of the DPO s office from the militant hideout
FALSE,Chief Minister Sarbananda Sonowal on July 18 told the State Assembly that the State Government had accorded top priority to the National Register of Citizens NRC updating process and that the exercise would be taken to its logical conclusion in a foolproof manner reports The Assam Tribune Earlier replying to a question by legislator Pobindra Deka who wanted to know whether a timeframe had been set for completion of the NRC Parliamentary Affairs Minister Chandra Mohan Patowary said that the NRC would be completed as soon as possible and that it was difficult to set a deadline because the exercise was a vast and sensitive one that also involved technicalities
FALSE,Meanwhile according to the United Democratic Madhesi Front UDMF sources Chairpersons of three constituents of the UDMF will not attend talks called by the Prime Minister on January 21 reports The Himalayan Times on January 21 Instead other leaders of the parties will attend the talks Tarai Madhes Democratic Party TMDP Chairperson Mahantha Thakur is in India undergoing treatment Sadbhawana Party SP Chairman Rajendra Mahato is in Tarai and has fallen sick Tarai Madhes Sadbhawana Party TMSP Chairman Mahindra Ray Yadav is out of valley It is still not clear whether Madhesi Janaadhikar Forum Nepal MJF N Chairperson Upendra Yadav will be there for talks or not as his party sources could not confirm it and he could not be contacted over phone
FALSE,The National Investigating Agency NIA has claimed that Dawood Ibrahim plotted social unrest to destablise the government Zee News reports on May 6 NIA claimed that at least 10 chosen members of Dawood s D Company were assigned the task to create unrest and target Rashtriya Swayamsevak Sangh RSS leaders and churches As per the plan the D Company shooters were assigned the task of targeting senior target RSS leaders and churches in order to spread communal hatred in the country The agency claimed that as part of the larger conspiracy D Company sharpshooters killed two right wing leaders Shirish Bangali and Pragnesh Mistry in Gujarat s Bharuch on November 2 2015 After their arrest shooters claimed that the RSS leaders were killed to avenge the hanging of 1993 Mumbai serial blasts accused Yakub Memon During its investigation the NIA found that two key D Company members Pakistan based Javed Chikna and South Africa based Zahid Miyan alias Jao not only masterminded the killing of leaders but had also planned attacks on religious leaders and churches so that there was largescale communal tension in the country The NIA recently approached Interpol to trace Chikna in Pakistan arrest him and hand him over to India It also sent Letters Rogatory and MLAT mutual legal assistance treaty requests to Pakistan Nepal South Africa Saudi Arabia the UAE and the US
FALSE,Security Forces SFs arrested four Left wing Extremists LWEs of the Peoples Liberation Front of India PLFI a splinter group of the Communist Party of India Maoist CPI Maoist from a forest in Latehar District on December 4 and recovered arms and ammunition from their possession reports India com On the basis of a tip off that four LWEs had gathered in Titir Mahua forest the SFs carried out raids and arrested them the Superintendent of Police SP of Latehar District Prashant Anand said Two foreign made rifles 379 bullets and Naxal Left Wing Extremism LWE literature were recovered from them the SP said The PLFI cadres were identified as Gulab Yadav Rakesh Paswan Ravi Yadav and Pawan Yadav the SP added
FALSE,One of the accused in the Bharuch double murder case Abdul Samad was on May 18 granted bail by a local court in Ahmedabad as the National Investigation Agency NIA failed to file a charge sheet against him within the stipulated time of 180 days reports The Times of India The court granted bail to him on a bond and condition that he will not go out of Gujarat Samad was arrested by police on November 17 2015
FALSE,A day after the startling message to his close relatives that Hafeezuddin 26 a native of Padanna village in Kasaragod District who was among the 21 suspected to have joined the Islamic State IS was killed in a drone strike the local Police are groping in the dark about the information reports The Hinduon February 28 The Kerala Police are still ascertaining the veracity of the information even as a WhatsApp message said to have been received by a relative of the slain youth showed the photo of his body lying on the ground Special Branch Deputy Superintendent of Police DSP V T Assainar said The local police could not as yet ascertain the whereabouts of the persons who went missing under mysterious circumstances in June last year and are said to have joined the IS later  Assainar said adding that only Central agencies like the National Investigation Agency NIA could get any information a stance maintained by Superintendent of Police SP K G Simon too
FALSE,The Communist Party of India Maoist CPI Maoist is observing the Peoples Liberation Guerilla Army PLGA Week from December 2 only to lure tribal youth into its fold Superintendent of Police SP Visakhapatnam Rural Attada Babujee said reports The Hindu on November 30 Tribal people would not benefit from such programmes Babujee said in a release on November 29 As per reliable sources the Maoists are planning to create disturbances in the Agency area during the PLGA Week in an attempt to show their presence  the SP said In the recent past several Maoists including a top woman leader Meena had been killed And the AOB Andhra Odisha Border region had witnessed many arrests and surrenders he said The Maoists are now focusing on hitting back and regaining strength  the SP observed The Maoists were spoiling the future of the youngsters in the Agency by luring them into unlawful activities Babujee alleged During the observance of the PLGA Week or bandhs tribal people will have no access to the mandal headquarters Patients will be the worst hit in such circumstances This apart innocent tribal people are targeted and eliminated after branding them as informers  Babujee alleged
FALSE,The officials of the National Investigation Agency NIA on August 6 raided various places in the old city of Hyderabad in Telangana for leads in 2016 Islamic State IS module case reports The Hindu Some digital devices along with incriminating material were recovered by NIA officials during the raids The officials also examined two unidentified persons at their houses location unspecified One of them was reportedly directed to appear before the NIA office in Begumpet in Hyderabad District on August 7 for further questioning said an unnamed official of Intelligence Department
FALSE,Senior leaders of the Reformation faction of National Socialist Council of Nagaland NSCN R stressed the urgent need for unity among all National Socialist Council of Nagaland NSCN factions for solving the Naga problem days after the NSCN R extended its ceasefire with the Government of India GoI reports The Sangai Express on April 29 Stating that once there was a golden era for Nagas when there was just one political group Imlongnukshi Chang supervisor of the NSCN R Ceasefire Supervisory Board said It was the NNC Naga National Council Now with so many groups if the Nagas want a peaceful solution they have to get united Chang who was in New Delhi to hold the ceasefire extension meeting with Ministry of Home Affairs MHA officials said there was a need for the Nagas to understand that there will be no end to the Naga problem until all the factions do away with their ideological differences If Nagas desire to settle for an honourable and acceptable solution based on the political and historical rights of the Nagas all of us need to come together instead of having individual thoughts  Chang said
FALSE,A Tehreek ul Mujahideen TuM militant identified as Naseer Teli was killed in an encounter at Pohrupath in Handwara in Kupwara District
